YEAR;MO;DY;date;week;Radiation;QV2M;RH2M;PRECTOTCORR;PS;WS10M;WS10M_RANGE;WD10M;WS50M;WS50M_RANGE;WD50M;T2M;T2MDEW;T2MWET;TS;T2M_RANGE;T2M_MAX;T2M_MIN
2012;8;28;28/08/2012;35;4.87;9.34;38.94;0.0;98.48;6.22;2.93;66.69;7.88;5.07;67.38;29.97;12.19;21.08;31.78;-258.74;37.64;23.23
2012;8;29;29/08/2012;35;4.52;10.25;46.44;0.0;98.57;5.79;2.93;71.62;7.52;5.08;72.62;28.51;13.55;21.03;30.46;-258.78;36.02;21.65
2012;8;30;30/08/2012;35;3.38;8.61;39.19;0.0;98.49;4.42;4.37;82.25;6.15;6.66;82.88;28.44;11.01;19.72;30.66;-258.35;35.95;21.15
2012;8;31;31/08/2012;35;2.34;5.92;26.5;0.0;98.25;3.23;4.28;89.75;4.89;7.55;90.06;28.55;5.7;17.13;30.64;-257.67;36.22;20.74
2012;9;1;01/09/2012;35;4.16;9.03;40.25;0.0;98.25;5.38;7.99;63.38;7.0;9.98;64.0;28.6;11.53;20.06;30.77;-257.56;36.51;20.92
2012;9;2;02/09/2012;36;3.67;8.85;40.62;0.01;98.24;4.76;5.83;153.56;6.12;6.53;153.75;29.48;10.4;19.94;31.08;-257.66;37.42;21.94
2012;9;3;03/09/2012;36;3.64;10.19;46.31;0.0;98.21;4.65;3.59;134.69;5.96;6.43;120.75;28.11;13.66;20.89;30.37;-259.24;35.38;21.48
2012;9;4;04/09/2012;36;3.59;9.95;45.75;0.0;98.3;4.62;3.43;41.75;6.05;5.64;42.25;27.55;13.31;20.43;29.68;-260.23;34.4;21.48
2012;9;5;05/09/2012;36;3.59;8.97;37.44;0.0;98.36;4.73;4.12;92.38;6.48;6.01;93.19;29.69;11.83;20.76;31.25;-256.98;38.04;21.87
2012;9;6;06/09/2012;36;3.87;8.3;30.25;0.0;98.4;5.02;6.12;98.69;6.73;8.59;99.25;31.17;10.89;21.03;32.59;-258.84;38.66;24.35
2012;9;7;07/09/2012;36;5.05;10.38;40.69;0.0;98.63;6.44;2.27;52.88;8.02;2.89;53.19;30.21;14.18;22.19;31.77;-260.47;37.12;24.43
2012;9;8;08/09/2012;36;3.35;10.01;43.38;0.02;98.69;4.34;2.75;70.38;6.01;3.78;70.56;29.0;13.68;21.34;30.94;-258.07;36.55;21.47
2012;9;9;09/09/2012;37;1.95;8.73;34.88;0.07;98.62;2.66;4.24;112.88;3.93;6.63;112.69;30.03;11.62;20.83;32.09;-259.63;36.59;23.07
2012;9;10;10/09/2012;37;1.74;6.96;26.31;0.0;98.59;2.65;4.52;157.25;3.98;7.45;157.44;30.86;8.32;19.58;32.67;-259.56;37.69;24.1
2012;9;11;11/09/2012;37;2.37;6.77;25.31;0.0;98.56;3.31;4.69;79.88;5.45;8.43;79.44;31.33;7.73;19.53;33.25;-259.08;38.47;24.4
2012;9;12;12/09/2012;37;2.88;6.53;24.56;0.0;98.4;3.95;3.62;184.38;5.72;4.48;184.62;31.22;7.14;19.18;32.24;-258.81;38.74;24.4
2012;9;13;13/09/2012;37;4.56;5.25;18.31;0.0;97.76;6.26;7.63;236.56;8.94;7.05;237.06;31.88;3.98;17.94;32.02;-258.95;39.92;25.73
2012;9;14;14/09/2012;37;4.88;8.48;42.31;0.0;97.84;6.3;5.41;156.44;7.98;4.52;141.75;25.3;10.23;17.76;27.08;-263.45;30.34;20.64
2012;9;15;15/09/2012;37;2.2;5.86;32.88;0.0;98.2;3.04;4.22;160.25;4.7;7.84;157.62;23.52;5.64;14.58;25.96;-260.85;29.78;17.47
2012;9;16;16/09/2012;38;1.91;7.02;38.38;0.0;98.38;2.73;2.19;56.81;4.31;5.43;57.62;24.08;8.37;16.23;26.38;-260.2;30.39;17.44
2012;9;17;17/09/2012;38;2.02;7.39;40.12;0.0;98.49;2.87;4.35;65.62;4.38;6.72;66.06;24.98;8.84;16.91;27.26;-260.06;31.64;18.55
2012;9;18;18/09/2012;38;1.71;5.74;29.62;0.0;98.43;2.65;2.34;78.19;3.89;3.88;78.19;25.77;5.4;15.58;27.14;-257.99;33.54;18.38
2012;9;19;19/09/2012;38;1.84;4.33;21.75;0.0;98.3;2.9;4.84;93.56;4.35;6.96;94.19;26.54;1.48;14.01;27.48;-257.1;34.8;18.74
2012;9;20;20/09/2012;38;3.34;4.64;19.75;0.0;98.45;4.61;4.03;92.94;7.06;6.55;93.31;28.6;2.2;15.4;29.26;-256.94;37.27;21.05
2012;9;21;21/09/2012;38;3.41;6.9;29.75;0.0;98.72;4.55;5.87;109.88;6.42;8.98;110.56;29.09;7.91;18.51;30.34;-259.13;36.67;22.66
2012;9;22;22/09/2012;38;2.23;5.74;23.81;0.0;98.66;3.19;4.82;91.06;5.25;7.62;90.94;29.05;5.56;17.31;30.58;-259.15;36.25;22.25
2012;9;23;23/09/2012;39;2.76;6.23;26.69;0.0;98.64;3.8;1.85;91.56;6.13;5.14;91.12;28.69;6.55;17.62;29.87;-258.55;36.46;21.86
2012;9;24;24/09/2012;39;2.38;3.97;18.31;0.0;98.51;3.14;5.3;133.81;4.58;7.48;133.12;27.48;0.23;13.85;27.47;-258.64;34.46;19.95
2012;9;25;25/09/2012;39;2.79;3.97;18.0;0.0;98.2;3.96;4.16;142.06;5.59;5.77;142.19;26.62;0.07;13.34;26.73;-258.24;34.01;19.09
2012;9;26;26/09/2012;39;3.05;5.19;21.31;0.1;98.05;4.17;6.09;141.44;6.12;7.53;141.94;28.92;4.04;16.48;29.15;-258.48;36.58;21.9
2012;9;27;27/09/2012;39;3.41;4.46;18.19;0.0;98.08;4.59;7.68;155.69;6.49;9.08;155.88;29.61;1.97;15.79;29.47;-257.45;37.7;22.0
2012;9;28;28/09/2012;39;3.82;4.58;17.38;0.0;98.19;5.23;5.02;200.75;7.45;6.45;201.0;30.19;2.33;16.26;30.2;-256.56;39.21;22.62
2012;9;29;29/09/2012;39;1.73;4.82;17.44;0.0;98.38;2.57;2.85;172.31;3.55;4.48;172.19;30.76;2.94;16.84;30.61;-257.69;38.51;23.05
2012;9;30;30/09/2012;40;3.52;5.07;19.19;0.0;98.36;4.84;4.08;208.88;7.0;5.09;208.81;29.9;3.65;16.78;30.04;-259.67;37.65;24.18
2012;10;1;01/10/2012;40;2.41;5.37;22.69;0.04;98.57;3.41;4.05;116.69;5.5;7.48;116.38;28.9;4.48;16.69;29.73;-257.95;37.02;21.83
2012;10;2;02/10/2012;40;3.27;10.8;48.94;0.38;98.85;4.27;6.96;96.62;5.38;8.08;96.5;27.49;14.74;21.12;28.35;-263.29;32.84;22.98
2012;10;3;03/10/2012;40;2.08;8.48;38.44;0.1;98.8;2.95;4.54;125.06;4.48;6.02;124.62;27.7;11.18;19.44;28.97;-259.69;34.53;21.07
2012;10;4;04/10/2012;40;1.78;5.68;26.75;0.0;98.7;2.8;3.45;148.38;4.34;5.77;146.5;26.96;5.33;16.14;28.19;-259.42;34.21;20.48
2012;10;5;05/10/2012;40;2.69;6.04;28.56;0.0;98.7;3.81;3.09;72.31;5.97;7.02;72.44;27.16;6.18;16.67;28.06;-258.91;34.48;20.23
2012;10;6;06/10/2012;40;3.51;4.88;22.5;0.0;98.78;4.76;4.15;96.0;7.02;6.06;95.69;27.23;3.15;15.19;27.83;-259.65;34.81;21.31
2012;10;7;07/10/2012;41;2.2;6.23;30.44;0.01;98.84;3.23;3.23;73.88;4.99;7.14;73.81;26.48;6.76;16.62;27.18;-258.65;33.94;19.44
2012;10;8;08/10/2012;41;2.05;5.68;26.75;0.0;98.71;2.95;3.43;202.25;4.0;3.69;202.44;27.2;5.19;16.19;27.3;-259.27;34.51;20.63
2012;10;9;09/10/2012;41;1.43;5.68;27.75;0.0;98.46;2.23;3.38;185.44;3.27;6.7;186.62;26.63;4.94;15.79;27.01;-257.78;34.74;19.37
2012;10;10;10/10/2012;41;1.78;6.47;33.25;0.0;98.24;2.59;4.41;116.06;4.1;7.54;115.75;26.19;6.77;16.48;26.84;-258.24;33.87;18.95
2012;10;11;11/10/2012;41;2.17;6.96;36.0;0.0;98.11;3.1;4.55;137.81;4.99;7.5;137.81;25.11;8.11;16.61;25.74;-260.81;32.43;20.08
2012;10;12;12/10/2012;41;2.14;7.2;35.38;0.0;98.1;2.96;4.62;89.94;4.53;6.85;90.12;26.84;8.52;17.69;27.55;-257.2;35.17;19.22
2012;10;13;13/10/2012;41;3.32;6.71;33.0;0.0;98.0;4.52;2.45;169.56;7.11;3.69;169.56;25.98;7.33;16.65;26.45;-260.48;33.53;20.86
2012;10;14;14/10/2012;42;2.2;9.7;52.88;0.0;98.01;3.0;3.91;118.88;4.4;6.76;118.81;25.33;12.42;18.87;26.1;-259.63;32.53;19.01
2012;10;15;15/10/2012;42;4.57;5.49;25.19;0.01;97.69;6.14;6.8;220.12;8.84;5.5;220.06;27.19;4.71;15.95;27.12;-258.48;36.04;21.37
2012;10;16;16/10/2012;42;3.13;8.61;47.25;0.0;98.32;4.09;5.3;88.44;5.68;7.27;88.06;23.97;11.28;17.62;25.21;-262.77;29.97;19.6
2012;10;17;17/10/2012;42;2.95;9.89;59.81;0.0;98.7;3.95;6.13;113.75;5.38;8.23;114.5;22.83;13.48;18.15;24.37;-260.8;29.69;17.33
2012;10;18;18/10/2012;42;2.47;8.61;53.19;0.0;98.48;3.39;4.54;117.31;4.97;7.55;116.69;23.34;10.98;17.16;24.43;-257.85;31.64;16.35
2012;10;19;19/10/2012;42;2.96;5.25;28.38;0.01;98.29;4.11;4.96;142.75;6.38;7.4;143.0;25.87;3.48;14.68;25.94;-256.71;35.36;18.92
2012;10;20;20/10/2012;42;2.88;4.46;20.94;0.01;98.32;4.02;5.55;155.19;5.88;7.56;155.5;26.87;1.93;14.4;26.18;-258.87;34.74;20.46
2012;10;21;21/10/2012;43;2.38;4.52;22.12;0.0;98.3;3.52;2.84;235.44;5.41;4.45;235.44;25.94;2.12;14.03;25.84;-259.61;33.74;20.19
2012;10;22;22/10/2012;43;2.25;6.77;38.06;0.0;98.42;3.11;3.98;230.94;5.0;6.55;216.12;23.68;7.86;15.77;24.56;-261.12;30.51;18.48
2012;10;23;23/10/2012;43;2.03;5.86;37.06;0.0;98.46;3.03;4.37;282.31;4.56;5.96;282.0;21.69;5.79;13.74;22.57;-262.05;28.04;16.94
2012;10;24;24/10/2012;43;2.0;9.89;64.0;0.02;98.37;2.95;3.12;184.62;4.33;3.85;184.94;21.18;13.35;17.26;22.23;-261.49;27.78;16.12
2012;10;25;25/10/2012;43;1.55;7.32;45.88;0.0;98.32;2.09;2.89;204.94;2.65;3.38;205.56;22.0;8.89;15.44;21.34;-262.52;27.55;16.91
2012;10;26;26/10/2012;43;3.17;5.07;31.31;0.0;98.05;4.59;3.02;185.25;6.96;3.41;185.44;22.73;3.42;13.07;22.58;-258.54;30.88;16.27
2012;10;27;27/10/2012;43;4.61;4.52;23.5;0.0;97.54;6.26;7.46;217.25;8.95;7.66;217.69;24.42;1.78;13.1;24.18;-259.6;32.19;18.64
2012;10;28;28/10/2012;44;2.52;6.71;39.31;0.0;97.74;3.55;3.16;291.44;5.28;4.8;291.56;22.28;7.65;14.97;22.32;-264.13;27.37;18.35
2012;10;29;29/10/2012;44;2.98;5.55;43.19;0.0;98.36;3.84;2.59;154.81;5.23;5.0;169.81;18.17;4.68;11.42;19.69;-263.49;23.3;13.65
2012;10;30;30/10/2012;44;1.69;4.46;35.12;0.0;98.15;2.4;2.77;147.25;3.57;5.86;147.12;18.33;1.48;9.91;18.61;-262.57;24.5;13.92
2012;10;31;31/10/2012;44;5.09;5.74;31.88;0.0;97.39;6.78;7.05;200.44;9.86;5.29;200.81;23.61;5.29;14.44;23.31;-259.13;31.24;17.23
2012;11;1;01/11/2012;44;1.88;7.39;39.75;0.0;97.74;2.77;3.27;223.31;4.34;5.92;223.0;23.85;9.08;16.46;24.62;-262.06;29.93;18.83
2012;11;2;02/11/2012;44;2.23;7.39;41.62;0.0;98.34;3.23;4.25;224.5;4.95;6.34;224.81;23.24;9.15;16.19;23.9;-262.65;29.46;18.95
2012;11;3;03/11/2012;44;1.88;8.67;58.75;0.0;98.72;2.78;2.94;152.69;4.27;4.76;153.12;20.64;11.62;16.13;21.74;-261.65;26.7;15.2
2012;11;4;04/11/2012;45;1.31;8.3;50.94;0.0;98.74;1.86;2.08;219.56;2.43;2.24;220.31;22.26;10.95;16.61;22.6;-261.85;28.37;17.07
2012;11;5;05/11/2012;45;1.8;7.14;41.69;0.0;98.65;2.59;3.48;214.62;3.56;4.02;214.94;23.12;8.71;15.91;22.67;-260.28;29.82;16.94
2012;11;6;06/11/2012;45;1.82;6.77;36.69;0.0;98.73;2.59;4.64;154.69;3.52;5.78;154.38;24.17;7.96;16.07;23.11;-260.06;30.73;17.65
2012;11;7;07/11/2012;45;2.45;7.32;41.81;0.0;98.86;3.55;9.08;122.81;5.02;11.44;122.25;23.94;8.74;16.34;23.94;-259.1;31.85;17.79
2012;11;8;08/11/2012;45;4.25;10.44;64.62;0.0;98.95;5.55;7.83;82.12;7.33;10.29;83.19;22.26;14.41;18.33;22.92;-262.16;28.62;17.63
2012;11;9;09/11/2012;45;2.62;8.12;52.69;0.0;98.73;3.64;5.74;121.0;5.24;7.86;121.0;21.92;10.42;16.17;22.26;-259.58;29.59;16.02
2012;11;10;10/11/2012;45;3.6;7.14;42.44;0.0;98.39;4.98;4.2;147.81;7.73;5.23;148.31;22.81;8.65;15.73;22.53;-260.16;29.84;16.85
2012;11;11;11/11/2012;46;4.53;5.8;33.75;0.0;97.94;6.13;4.64;177.69;8.84;4.16;178.31;22.51;5.44;13.98;21.87;-266.67;26.62;20.15
2012;11;12;12/11/2012;46;5.65;4.33;22.81;0.0;97.92;7.53;4.75;158.19;10.86;4.31;158.69;24.57;1.42;12.99;23.98;-259.62;32.69;19.15
2012;11;13;13/11/2012;46;3.65;3.78;25.19;0.01;98.13;4.83;8.41;203.38;6.35;10.88;203.31;20.1;-0.57;9.76;19.46;-265.71;23.77;16.33
2012;11;14;14/11/2012;46;3.88;4.09;34.25;0.0;98.2;5.35;7.42;218.38;7.8;7.88;218.38;16.19;0.12;8.15;15.92;-262.96;22.22;12.03
2012;11;15;15/11/2012;46;3.37;4.88;50.69;0.0;98.32;4.68;5.23;280.19;6.94;3.94;280.62;13.45;3.18;8.31;13.7;-263.19;19.09;9.13
2012;11;16;16/11/2012;46;2.12;6.53;63.44;0.01;98.54;3.13;2.41;300.94;4.67;3.28;301.56;14.54;7.4;10.97;15.07;-261.54;20.57;8.96
2012;11;17;17/11/2012;46;1.63;7.57;66.5;0.12;98.51;2.32;3.63;136.25;3.1;4.32;136.0;16.38;9.57;12.98;16.31;-263.21;21.26;11.32
2012;11;18;18/11/2012;47;2.95;6.71;59.25;0.28;98.11;4.16;5.09;175.5;6.14;5.09;175.69;15.85;7.76;11.8;15.5;-266.52;19.57;12.95
2012;11;19;19/11/2012;47;1.89;7.02;67.44;0.03;98.16;2.73;3.5;265.31;4.04;4.4;265.31;14.69;8.46;11.58;14.87;-264.29;19.87;11.01
2012;11;20;20/11/2012;47;2.07;6.47;62.62;0.0;98.6;2.95;3.34;244.25;3.99;4.52;244.62;15.04;7.27;11.15;14.4;-261.2;21.44;9.5
2012;11;21;21/11/2012;47;1.49;5.55;52.44;0.0;98.87;2.02;2.29;223.19;2.57;2.43;223.25;15.19;5.13;10.16;13.82;-262.27;20.7;9.83
2012;11;22;22/11/2012;47;1.91;5.25;54.62;0.0;98.97;2.92;3.71;101.31;4.45;7.2;101.0;14.12;4.22;9.17;13.73;-260.38;21.17;8.4
2012;11;23;23/11/2012;47;2.73;5.92;59.5;0.0;99.01;3.82;4.07;108.5;5.91;7.25;108.88;15.05;5.76;10.4;15.21;-260.72;21.87;9.44
2012;11;24;24/11/2012;47;2.72;6.84;64.19;0.0;99.01;3.77;5.55;94.94;5.73;8.65;94.56;15.05;8.11;11.58;15.08;-262.99;20.51;10.36
2012;11;25;25/11/2012;48;2.77;6.9;63.5;0.0;98.89;3.94;4.38;110.0;6.2;6.09;110.31;15.51;8.32;11.91;15.06;-264.25;20.63;11.73
2012;11;26;26/11/2012;48;2.42;5.98;53.12;0.0;98.68;3.57;3.7;129.5;5.7;6.39;129.69;16.45;6.19;11.33;15.94;-260.59;23.62;11.05
2012;11;27;27/11/2012;48;4.3;4.94;42.31;0.0;98.0;5.85;4.13;182.81;8.93;2.2;183.31;16.63;3.26;9.94;16.16;-263.04;22.53;12.43
2012;11;28;28/11/2012;48;3.65;4.39;42.75;0.0;97.8;4.99;5.27;266.25;7.2;7.05;266.0;14.1;1.35;7.73;14.22;-264.49;18.21;9.55
2012;11;29;29/11/2012;48;2.12;3.05;37.94;0.0;97.97;3.11;4.38;266.0;4.37;4.59;265.81;10.69;-3.22;3.73;10.19;-262.66;16.44;5.94
2012;11;30;30/11/2012;48;2.23;3.17;41.5;0.0;97.83;3.13;6.07;256.62;4.23;6.81;256.56;10.23;-2.71;3.76;9.38;-263.81;15.79;6.44
2012;12;1;01/12/2012;48;2.16;2.81;38.75;0.0;97.99;3.11;5.66;156.44;4.2;7.52;156.5;9.69;-4.41;2.64;7.77;-259.59;16.48;2.92
2012;12;2;02/12/2012;49;2.12;2.87;37.19;0.0;98.48;3.12;3.52;167.44;4.73;5.5;167.12;10.49;-3.96;3.26;9.3;-261.93;17.51;6.3
2012;12;3;03/12/2012;49;2.12;4.21;60.19;0.0;99.22;3.25;1.95;43.5;5.31;5.06;43.69;9.07;1.23;5.15;9.15;-260.27;16.44;3.56
2012;12;4;04/12/2012;49;2.17;4.09;59.25;0.0;98.99;3.3;3.88;191.44;5.5;7.73;191.31;8.72;0.81;4.76;8.82;-261.81;15.23;3.9
2012;12;5;05/12/2012;49;2.73;4.03;60.69;0.0;98.71;4.11;3.62;267.88;6.24;3.21;268.31;8.0;0.51;4.25;7.82;-260.47;15.4;2.73
2012;12;6;06/12/2012;49;2.23;4.21;62.94;0.0;98.76;3.4;2.02;279.0;5.32;4.09;279.44;8.27;1.16;4.72;8.24;-261.35;15.78;3.98
2012;12;7;07/12/2012;49;1.56;3.48;54.0;0.0;98.98;2.3;3.18;234.69;3.25;5.59;234.69;7.85;-1.46;3.19;7.17;-262.23;13.52;2.6
2012;12;8;08/12/2012;49;3.77;3.97;50.88;0.0;98.49;5.3;5.03;243.69;7.77;3.72;244.12;10.24;0.06;5.15;9.98;-262.0;17.05;5.9
2012;12;9;09/12/2012;50;2.92;3.97;57.25;0.0;98.95;4.24;4.41;154.25;6.38;4.78;154.38;9.09;-0.3;4.4;8.72;-263.88;14.57;5.3
2012;12;10;10/12/2012;50;1.6;2.81;45.88;0.0;99.21;2.34;2.2;196.12;3.12;2.38;196.19;7.23;-4.0;1.62;5.9;-262.0;13.58;2.43
2012;12;11;11/12/2012;50;1.41;2.14;34.88;0.0;98.77;1.98;3.35;204.62;2.61;4.37;204.81;7.62;-7.49;0.06;5.44;-261.39;13.37;1.62
2012;12;12;12/12/2012;50;1.38;1.83;30.62;0.0;98.77;2.26;3.6;121.44;3.41;6.25;120.75;7.01;-9.15;-1.07;5.63;-260.05;13.92;0.83
2012;12;13;13/12/2012;50;2.42;2.38;35.62;0.0;98.58;3.77;3.23;124.12;6.09;5.02;124.5;8.35;-6.27;1.04;7.49;-259.75;15.85;2.45
2012;12;14;14/12/2012;50;2.61;4.21;41.94;0.0;98.41;3.78;4.71;167.31;5.84;6.77;167.0;13.63;0.68;7.15;12.37;-258.45;22.84;8.13
2012;12;15;15/12/2012;50;1.57;2.87;38.31;0.0;99.08;2.32;3.05;206.5;3.48;6.27;206.25;10.09;-3.93;3.08;8.77;-259.92;16.83;3.6
2012;12;16;16/12/2012;51;1.12;2.87;34.88;0.0;99.27;1.67;1.86;204.19;2.25;3.16;204.06;11.37;-3.86;3.76;9.29;-262.6;18.37;7.8
2012;12;17;17/12/2012;51;1.55;4.03;48.81;0.0;99.03;2.32;2.93;261.44;3.15;4.17;262.06;11.08;0.23;5.65;9.56;-260.49;17.92;5.26
2012;12;18;18/12/2012;51;1.24;6.53;74.56;0.0;98.92;1.97;2.11;248.69;2.75;3.97;248.56;12.29;7.4;9.84;11.5;-261.42;19.53;7.8
2012;12;19;19/12/2012;51;1.15;5.49;64.31;0.0;99.06;1.64;2.24;166.44;2.16;2.79;166.12;12.05;4.85;8.45;10.15;-261.84;18.09;6.78
2012;12;20;20/12/2012;51;1.59;4.52;56.0;0.0;99.08;2.28;2.84;202.75;3.0;3.2;202.75;11.0;2.19;6.59;9.12;-261.47;17.13;5.45
2012;12;21;21/12/2012;51;2.29;4.46;58.75;0.0;98.86;3.65;1.84;252.69;5.49;2.65;253.12;10.27;1.98;6.12;9.68;-259.76;18.13;4.74
2012;12;22;22/12/2012;51;2.16;4.52;57.06;0.0;98.82;3.35;5.34;217.69;5.53;8.16;218.38;10.57;2.02;6.3;10.42;-259.81;18.69;5.34
2012;12;23;23/12/2012;52;1.73;4.88;67.5;0.0;99.47;2.49;3.02;146.12;3.81;6.82;146.44;9.67;3.18;6.42;9.15;-262.27;15.68;4.8
2012;12;24;24/12/2012;52;1.49;3.72;50.69;0.0;99.46;2.16;3.88;181.75;2.87;4.97;181.88;9.8;-0.5;4.65;7.73;-260.69;16.1;3.64
2012;12;25;25/12/2012;52;2.37;3.72;49.31;0.0;99.17;3.7;3.11;156.31;5.8;5.81;156.5;10.28;-0.47;4.9;9.48;-259.0;18.25;4.1
2012;12;26;26/12/2012;52;2.65;3.42;42.06;0.0;98.95;3.78;3.22;241.62;5.69;5.78;242.12;11.18;-1.59;4.8;10.9;-264.1;16.62;7.57
2012;12;27;27/12/2012;52;3.38;5.25;62.69;0.0;99.26;4.8;4.57;42.88;7.28;4.45;43.19;10.98;3.94;7.46;10.71;-261.21;17.59;5.65
2012;12;28;28/12/2012;52;2.59;5.07;72.88;0.05;99.56;3.83;3.57;36.5;5.84;3.77;36.69;8.8;3.76;6.29;8.46;-262.52;15.4;4.76
2012;12;29;29/12/2012;52;1.59;4.76;71.88;0.0;99.4;2.43;1.38;312.88;3.38;2.4;313.06;8.05;3.01;5.53;7.35;-261.72;14.69;3.27
2012;12;30;30/12/2012;53;1.23;5.25;73.69;0.0;99.33;1.8;2.33;267.06;2.45;3.38;268.0;9.26;4.37;6.81;7.98;-263.41;15.43;5.69
2012;12;31;31/12/2012;53;1.55;4.82;72.88;0.0;99.36;2.62;1.38;79.5;3.95;3.48;49.31;8.23;3.14;5.69;7.99;-262.1;14.65;3.59
2013;1;1;01/01/2013;1;1.61;4.58;70.06;0.0;99.14;2.52;3.88;136.12;3.59;5.45;136.06;8.19;2.44;5.31;7.08;-261.58;14.35;2.78
2013;1;2;02/01/2013;1;2.14;3.72;54.5;0.0;98.89;3.24;2.84;111.75;5.27;6.02;112.38;9.24;-0.4;4.42;8.93;-260.93;16.12;3.91
2013;1;3;03/01/2013;1;2.57;3.48;46.88;0.0;98.92;3.73;5.03;100.69;6.02;8.77;101.12;9.94;-1.53;4.21;9.76;-261.67;16.33;4.85
2013;1;4;04/01/2013;1;3.3;4.88;65.12;0.08;99.62;4.5;2.16;62.0;6.8;3.8;63.12;10.09;3.3;6.69;10.04;-263.6;16.47;6.92
2013;1;5;05/01/2013;1;2.15;5.37;75.69;0.07;99.73;3.09;2.61;175.06;4.55;4.12;175.12;9.02;4.65;6.83;9.09;-264.26;14.85;5.96
2013;1;6;06/01/2013;2;1.14;4.27;63.0;0.0;99.47;1.73;2.7;280.0;2.37;3.95;281.38;9.06;1.61;5.33;7.58;-260.63;15.34;2.81
2013;1;7;07/01/2013;2;1.61;3.85;55.0;0.0;99.39;2.24;3.87;200.5;2.88;4.77;200.25;9.12;0.03;4.58;6.81;-261.12;14.97;2.94
2013;1;8;08/01/2013;2;0.97;3.91;54.38;0.0;99.5;1.46;1.95;142.56;2.01;3.7;143.31;9.43;0.24;4.83;7.33;-262.46;15.97;5.29
2013;1;9;09/01/2013;2;1.66;5.07;72.06;0.0;99.52;2.51;3.5;214.44;3.57;4.84;214.12;9.08;3.92;6.51;7.98;-260.04;16.22;3.12
2013;1;10;10/01/2013;2;2.11;3.85;57.31;0.0;99.25;3.2;4.67;242.19;4.45;5.22;242.38;8.87;-0.1;4.39;7.23;-259.5;16.08;2.43
2013;1;11;11/01/2013;2;1.62;3.05;41.69;0.0;99.0;2.41;3.07;238.75;3.27;3.88;238.81;9.54;-3.05;3.25;7.56;-262.8;14.91;4.56
2013;1;12;12/01/2013;2;1.44;3.42;45.56;0.0;99.01;2.08;3.73;226.12;2.78;5.45;226.12;9.72;-1.72;4.0;7.26;-259.64;16.26;2.75
2013;1;13;13/01/2013;3;2.1;3.78;53.19;0.0;98.8;3.16;3.22;210.81;4.4;5.09;211.19;9.24;-0.34;4.45;7.47;-259.64;16.62;3.12
2013;1;14;14/01/2013;3;2.38;2.99;47.38;0.0;98.34;3.73;2.43;228.69;5.74;5.45;228.81;8.07;-3.49;2.3;7.26;-260.08;16.49;3.42
2013;1;15;15/01/2013;3;3.05;3.36;60.0;0.0;98.66;4.5;4.18;267.81;7.01;3.37;268.12;5.77;-1.8;1.99;5.47;-260.91;12.98;0.74
2013;1;16;16/01/2013;3;4.37;2.99;49.81;0.0;98.82;5.98;4.66;238.06;9.09;4.28;238.75;6.78;-3.43;1.68;6.54;-260.01;14.47;1.33
2013;1;17;17/01/2013;3;5.26;3.6;50.62;0.0;98.29;7.06;4.67;240.12;9.97;4.38;241.25;8.54;-1.32;3.61;8.12;-262.62;14.69;4.16
2013;1;18;18/01/2013;3;3.35;4.58;62.0;0.0;98.23;4.84;4.7;263.69;7.46;5.48;264.56;9.81;2.27;6.05;9.53;-259.85;17.48;4.18
2013;1;19;19/01/2013;3;3.87;4.88;58.12;0.0;97.91;5.47;4.5;208.94;8.52;3.91;209.38;11.48;3.05;7.26;11.08;-258.99;19.87;5.7
2013;1;20;20/01/2013;4;5.64;3.66;45.31;0.0;97.38;7.58;6.05;221.69;10.6;3.92;222.56;10.76;-0.96;4.9;10.33;-264.77;15.86;7.48
2013;1;21;21/01/2013;4;3.93;3.72;52.81;0.0;98.17;5.42;4.81;258.38;8.27;5.36;259.0;9.0;-0.56;4.23;8.9;-261.06;15.12;3.02
2013;1;22;22/01/2013;4;2.38;4.03;51.88;0.0;98.54;3.31;4.8;256.94;4.84;8.32;257.44;10.55;0.49;5.51;10.19;-260.27;17.38;4.51
2013;1;23;23/01/2013;4;2.85;3.6;44.69;0.0;98.42;4.05;6.49;220.69;6.29;8.64;220.94;10.87;-1.08;4.9;9.98;-261.76;17.77;6.38
2013;1;24;24/01/2013;4;4.38;2.14;35.31;0.0;98.54;6.01;6.29;258.19;8.88;7.86;259.0;7.13;-7.74;-0.31;7.01;-261.24;13.02;1.11
2013;1;25;25/01/2013;4;5.7;3.11;40.88;0.0;98.07;7.73;9.55;280.81;10.62;9.99;281.62;9.74;-3.24;3.26;9.48;-261.67;15.9;4.43
2013;1;26;26/01/2013;4;2.39;2.62;42.62;0.14;98.27;3.64;4.07;251.12;5.15;3.58;251.69;7.3;-5.03;1.13;7.12;-260.23;14.13;1.21
2013;1;27;27/01/2013;5;2.48;3.78;62.5;0.79;98.71;3.44;3.84;165.19;4.62;5.05;165.94;7.14;-0.48;3.33;7.52;-262.81;13.55;3.22
2013;1;28;28/01/2013;5;4.52;3.72;55.44;0.22;98.93;6.23;8.27;259.56;8.88;9.53;260.31;8.64;-0.63;4.01;8.23;-257.59;17.07;1.51
2013;1;29;29/01/2013;5;3.91;4.52;68.12;0.51;99.31;5.38;5.53;280.25;8.2;4.06;280.75;8.15;2.12;5.13;8.15;-261.3;14.09;2.24
